,Performance Record,Maturity Group,Genotype ID,State,Year,Location,Yield
81476,81476,3.0,5182,"""KS""",2006,6.0,58.3
81477,81477,0.0,2828,"""SD""",2011,149.0,54.1
81478,81478,0.0,808,"""QUE""",2009,130.0,51.8
81479,81479,1.0,3108,"""IA""",2006,2.0,48.8
81480,81480,5.0,1632,"""AR""",2006,103.0,76.7
81481,81481,6.0,2894,"""LA""",2013,22.0,44.0
81482,81482,1.0,4617,"""QUE""",2013,130.0,69.1
81483,81483,3.0,148,"""IN""",2004,27.0,17.2
81484,81484,4.0,1417,"""MS""",2003,135.0,23.3
81485,81485,0.0,4343,"""MN""",2006,117.0,41.3
81486,81486,1.0,2255,"""IN""",2015,154.0,55.3
81487,81487,2.0,5019,"""IN""",2010,154.0,59.7
81488,81488,-1.0,4777,"""QUE""",2006,130.0,46.6
81489,81489,7.0,1918,"""NC""",2014,71.0,41.2
81490,81490,0.0,1676,"""ONT""",2006,156.0,42.3
81491,81491,0.0,4427,"""ND""",2006,31.0,58.5
81492,81492,4.0,2243,"""MO""",2011,38.0,46.5
81493,81493,7.0,888,"""GA""",2009,7.0,48.8
81494,81494,0.0,2082,"""ONT""",2009,156.0,55.2
81495,81495,6.0,2894,"""AL""",2013,143.0,55.9
81496,81496,3.0,3988,"""IN""",2005,27.0,48.5
81497,81497,5.0,2359,"""MO""",2007,110.0,53.4
81498,81498,4.0,2529,"""MO""",2007,38.0,50.4
81499,81499,0.0,3125,"""ONT""",2015,156.0,31.4
81500,81500,5.0,1537,"""TN""",2013,72.0,55.9
81501,81501,5.0,1882,"""MO""",2006,110.0,60.0
81502,81502,0.0,5164,"""MN""",2015,117.0,44.7
81503,81503,0.0,4212,"""MN""",2015,117.0,47.0
81504,81504,2.0,2965,"""ONT""",2006,61.0,74.1
81505,81505,3.0,3920,"""IA""",2015,41.0,68.1
81506,81506,5.0,3479,"""AR""",2005,103.0,37.3
81507,81507,5.0,3612,"""KS""",2013,81.0,58.2
81508,81508,3.0,1936,"""KS""",2003,78.0,26.2
81509,81509,3.0,1087,"""OH""",2014,63.0,66.5
81510,81510,3.0,5183,"""NE""",2004,106.0,51.5
81511,81511,8.0,1911,"""NC""",2013,35.0,43.7
81512,81512,4.0,2345,"""MD""",2006,113.0,20.1
81513,81513,4.0,5552,"""KS""",2005,6.0,58.2
81514,81514,5.0,2709,"""VA""",2014,141.0,78.9
81515,81515,3.0,636,"""OH""",2013,63.0,54.3
81516,81516,3.0,73,"""MO""",2007,110.0,48.9
81517,81517,3.0,150,"""KS""",2004,78.0,52.7
81518,81518,4.0,3188,"""TX""",2003,112.0,12.2
81519,81519,4.0,155,"""IN""",2006,154.0,59.0
81520,81520,5.0,1945,"""OK""",2007,19.0,42.6
81521,81521,3.0,4108,"""KS""",2014,98.0,35.0
81522,81522,3.0,3934,"""IN""",2009,154.0,50.3
81523,81523,2.0,4443,"""IA""",2007,2.0,43.0
81524,81524,4.0,1364,"""IL""",2008,17.0,61.2
81525,81525,3.0,3922,"""NE""",2009,45.0,70.9
81526,81526,5.0,830,"""NC""",2003,107.0,47.4
81527,81527,0.0,2941,"""SD""",2006,10.0,39.9
81528,81528,0.0,4915,"""MN""",2006,117.0,50.9
81529,81529,6.0,1693,"""MS""",2014,139.0,30.7
81530,81530,4.0,86,"""KS""",2007,104.0,24.4
81531,81531,2.0,3040,"""IL""",2004,148.0,44.4
81532,81532,2.0,5007,"""IN""",2004,154.0,47.3
81533,81533,3.0,177,"""NE""",2005,45.0,56.7
81534,81534,6.0,679,"""AL""",2004,143.0,36.9
81535,81535,3.0,92,"""IN""",2003,154.0,56.4
81536,81536,4.0,1489,"""VA""",2004,151.0,60.9
81537,81537,4.0,2470,"""AR""",2004,103.0,70.0
81538,81538,1.0,1291,"""MN""",2003,74.0,44.0
81539,81539,3.0,787,"""MD""",2005,113.0,39.4
81540,81540,8.0,2393,"""SC""",2005,20.0,42.6
81541,81541,6.0,2263,"""GA""",2011,7.0,19.1
81542,81542,2.0,3890,"""IN""",2013,150.0,61.5
81543,81543,4.0,31,"""TN""",2013,67.0,53.6
81544,81544,2.0,2528,"""ONT""",2013,33.0,46.5
81545,81545,4.0,2615,"""KS""",2008,81.0,38.3
81546,81546,8.0,1186,"""SC""",2005,20.0,31.6
81547,81547,1.0,2180,"""MI""",2011,64.0,61.6
81548,81548,5.0,1896,"""MD""",2006,113.0,21.8
81549,81549,6.0,810,"""SC""",2005,36.0,20.5
81550,81550,4.0,3135,"""IL""",2003,17.0,39.5
81551,81551,2.0,105,"""ONT""",2015,33.0,57.9
81552,81552,4.0,2200,"""IL""",2010,147.0,41.0
81553,81553,0.0,2619,"""MN""",2008,117.0,27.1
81554,81554,1.0,1648,"""MI""",2008,118.0,31.6
81555,81555,3.0,3348,"""OH""",2003,123.0,41.4
81556,81556,2.0,567,"""IA""",2013,21.0,39.4
81557,81557,6.0,1120,"""NC""",2014,71.0,46.1
81558,81558,4.0,1816,"""VA""",2010,151.0,19.5
81559,81559,4.0,950,"""IL""",2011,60.0,58.8
81560,81560,4.0,513,"""TN""",2008,129.0,22.9
81561,81561,3.0,3356,"""NE""",2004,106.0,47.7
81562,81562,3.0,77,"""NE""",2008,77.0,49.0
81563,81563,8.0,1012,"""AL""",2011,143.0,49.5
81564,81564,1.0,4415,"""ONT""",2004,142.0,53.9
81565,81565,2.0,5757,"""IA""",2011,26.0,63.1
81566,81566,-1.0,4175,"""ND""",2012,31.0,36.0
81567,81567,4.0,3576,"""MO""",2011,38.0,46.7
81568,81568,4.0,3136,"""LA""",2006,1.0,39.1
81569,81569,-1.0,4289,"""MN""",2007,42.0,44.9
81570,81570,7.0,4836,"""SC""",2007,36.0,37.6
81571,81571,3.0,5515,"""IA""",2004,30.0,47.6
81572,81572,4.0,4466,"""IL""",2008,147.0,50.1
81573,81573,3.0,233,"""IL""",2009,148.0,67.6
81574,81574,2.0,3078,"""OH""",2004,63.0,65.5
81575,81575,7.0,4880,"""GA""",2010,105.0,31.3
81576,81576,1.0,2813,"""MN""",2010,74.0,48.0
81577,81577,2.0,3835,"""NE""",2009,15.0,66.9
81578,81578,4.0,835,"""IL""",2004,148.0,66.1
81579,81579,1.0,5830,"""SD""",2008,10.0,39.1
81580,81580,4.0,2613,"""KS""",2003,78.0,29.7
81581,81581,5.0,1943,"""TN""",2011,67.0,46.6
81582,81582,2.0,421,"""SD""",2006,10.0,49.9
81583,81583,4.0,3403,"""OH""",2005,125.0,64.1
81584,81584,6.0,1500,"""AL""",2015,143.0,18.0
81585,81585,4.0,2759,"""MO""",2012,110.0,55.4
81586,81586,4.0,3584,"""AR""",2008,116.0,38.0
81587,81587,3.0,636,"""OH""",2009,157.0,44.5
81588,81588,6.0,1841,"""AL""",2003,16.0,32.4
81589,81589,4.0,834,"""MD""",2004,113.0,62.4
81590,81590,4.0,5776,"""KY""",2003,76.0,71.9
81591,81591,3.0,635,"""IA""",2003,2.0,46.9
81592,81592,3.0,5567,"""IA""",2015,21.0,72.9
81593,81593,3.0,5497,"""IN""",2003,154.0,42.7
81594,81594,6.0,4397,"""AL""",2007,143.0,41.0
81595,81595,2.0,3752,"""MN""",2013,74.0,57.4
81596,81596,4.0,931,"""VA""",2011,151.0,65.7
81597,81597,5.0,843,"""TN""",2012,67.0,42.2
81598,81598,6.0,1508,"""AL""",2014,51.0,51.2
81599,81599,4.0,3406,"""IN""",2007,154.0,60.5
81600,81600,4.0,1194,"""MS""",2007,139.0,71.4
81601,81601,5.0,3485,"""VA""",2006,151.0,40.3
81602,81602,8.0,4382,"""SC""",2006,36.0,51.5
81603,81603,4.0,1451,"""MO""",2014,109.0,64.8
81604,81604,2.0,3317,"""IA""",2008,2.0,40.4
81605,81605,2.0,3757,"""NE""",2012,15.0,52.4
81606,81606,1.0,4519,"""MI""",2013,64.0,40.0
81607,81607,2.0,132,"""SD""",2005,10.0,61.9
81608,81608,8.0,2449,"""NC""",2015,71.0,39.5
81609,81609,3.0,635,"""KS""",2004,6.0,57.9
81610,81610,2.0,4514,"""SD""",2012,18.0,15.2
81611,81611,3.0,5135,"""IL""",2006,148.0,77.4
81612,81612,5.0,891,"""AR""",2013,140.0,78.4
81613,81613,3.0,3767,"""NE""",2015,159.0,59.8
81614,81614,6.0,2648,"""NC""",2003,107.0,18.3
81615,81615,3.0,1948,"""MO""",2007,38.0,42.8
81616,81616,-1.0,3495,"""MN""",2009,87.0,37.5
81617,81617,3.0,5354,"""OH""",2014,63.0,65.5
81618,81618,4.0,4134,"""MO""",2011,38.0,47.1
81619,81619,3.0,4126,"""IL""",2009,5.0,74.7
81620,81620,2.0,4690,"""IA""",2015,2.0,59.8
81621,81621,2.0,421,"""MI""",2007,75.0,82.2
81622,81622,3.0,69,"""NE""",2007,136.0,62.0
81623,81623,5.0,4238,"""MD""",2005,113.0,52.9
81624,81624,1.0,1998,"""IA""",2011,68.0,52.5
81625,81625,4.0,2184,"""KS""",2008,81.0,38.3
81626,81626,3.0,5041,"""NE""",2010,92.0,53.6
81627,81627,7.0,2399,"""GA""",2004,105.0,33.0
81628,81628,1.0,5258,"""IN""",2009,150.0,31.5
81629,81629,5.0,732,"""MO""",2006,110.0,58.2
81630,81630,1.0,3700,"""MN""",2013,74.0,46.8
81631,81631,2.0,5770,"""NE""",2014,62.0,68.4
81632,81632,1.0,4953,"""SD""",2009,10.0,41.7
81633,81633,1.0,312,"""IN""",2006,154.0,44.3
81634,81634,2.0,446,"""IL""",2007,148.0,56.8
81635,81635,1.0,431,"""NE""",2007,82.0,63.9
81636,81636,6.0,4385,"""MS""",2005,139.0,26.7
81637,81637,5.0,2659,"""OK""",2008,19.0,14.2
81638,81638,1.0,3243,"""IA""",2006,2.0,56.3
81639,81639,2.0,5020,"""NE""",2009,102.0,79.4
81640,81640,7.0,1928,"""LA""",2015,22.0,48.0
81641,81641,6.0,2263,"""AL""",2014,143.0,52.1
81642,81642,4.0,1246,"""LA""",2007,1.0,45.7
81643,81643,3.0,617,"""IL""",2006,148.0,67.5
81644,81644,0.0,1407,"""MI""",2005,58.0,27.5
81645,81645,5.0,1275,"""MS""",2007,139.0,64.5
81646,81646,1.0,2944,"""MN""",2006,74.0,61.7
81647,81647,-1.0,2867,"""ND""",2005,31.0,52.9
81648,81648,6.0,2263,"""AR""",2014,69.0,73.9
81649,81649,5.0,45,"""AL""",2014,16.0,56.7
81650,81650,1.0,3901,"""QUE""",2013,130.0,69.1
81651,81651,6.0,113,"""GA""",2014,7.0,34.9
81652,81652,0.0,3504,"""ONT""",2005,156.0,60.6
81653,81653,3.0,5676,"""NE""",2008,45.0,80.5
81654,81654,4.0,1830,"""LA""",2013,22.0,59.6
81655,81655,4.0,2871,"""DE""",2004,55.0,65.1
81656,81656,7.0,916,"""GA""",2010,146.0,29.9
81657,81657,4.0,4068,"""IL""",2010,25.0,58.9
81658,81658,1.0,4580,"""QUE""",2009,130.0,51.9
81659,81659,4.0,602,"""AR""",2009,103.0,44.6
81660,81660,0.0,2619,"""QUE""",2014,133.0,94.6
81661,81661,6.0,1601,"""SC""",2008,54.0,37.2
81662,81662,0.0,3176,"""QUE""",2003,119.0,31.7
81663,81663,0.0,5210,"""MN""",2004,117.0,34.9
81664,81664,3.0,300,"""IA""",2010,2.0,57.8
81665,81665,2.0,3798,"""IN""",2015,150.0,52.7
81666,81666,6.0,2262,"""SC""",2013,54.0,26.7
81667,81667,8.0,3978,"""GA""",2010,105.0,36.2
81668,81668,2.0,612,"""NE""",2004,56.0,58.5
81669,81669,7.0,2464,"""GA""",2009,7.0,43.1
81670,81670,0.0,4217,"""ND""",2014,31.0,52.6
81671,81671,1.0,3798,"""QUE""",2009,130.0,51.8
81672,81672,1.0,3498,"""QUE""",2006,130.0,63.6
81673,81673,1.0,4818,"""MI""",2014,64.0,49.0
81674,81674,0.0,333,"""MN""",2012,89.0,41.5
81675,81675,6.0,2626,"""AR""",2003,103.0,46.5
81676,81676,8.0,1337,"""AL""",2004,144.0,22.4
81677,81677,4.0,1851,"""MO""",2013,109.0,60.3
81678,81678,5.0,3084,"""NC""",2008,107.0,51.4
81679,81679,0.0,3712,"""ONT""",2003,156.0,41.1
81680,81680,6.0,1034,"""AR""",2005,140.0,54.1
81681,81681,1.0,2015,"""MI""",2015,118.0,51.6
81682,81682,1.0,2258,"""NE""",2015,40.0,71.8
81683,81683,4.0,894,"""AR""",2005,140.0,46.2
81684,81684,0.0,356,"""ONT""",2014,134.0,48.6
81685,81685,4.0,4231,"""OH""",2004,124.0,57.0
81686,81686,4.0,1940,"""LA""",2012,22.0,38.1
81687,81687,7.0,747,"""MS""",2008,139.0,34.0
81688,81688,7.0,973,"""AL""",2006,51.0,80.6
81689,81689,0.0,4966,"""SD""",2009,10.0,45.1
81690,81690,0.0,2104,"""AR""",2003,53.0,57.1
81691,81691,6.0,2262,"""AR""",2013,140.0,25.3
81692,81692,3.0,2971,"""OH""",2006,126.0,67.2
81693,81693,1.0,3498,"""NE""",2007,15.0,62.4
81694,81694,2.0,526,"""SD""",2008,10.0,41.7
81695,81695,8.0,1312,"""GA""",2007,7.0,43.9
81696,81696,7.0,2367,"""GA""",2007,8.0,22.7
81697,81697,0.0,2611,"""MN""",2005,89.0,27.1
81698,81698,4.0,1194,"""KS""",2007,104.0,30.1
81699,81699,0.0,4288,"""SD""",2008,10.0,37.0
81700,81700,2.0,4709,"""MN""",2013,152.0,72.1
81701,81701,5.0,1396,"""VA""",2011,97.0,28.4
81702,81702,2.0,3345,"""IA""",2010,161.0,51.3
81703,81703,1.0,3498,"""SD""",2013,149.0,42.8
81704,81704,6.0,1068,"""OK""",2005,19.0,39.5
81705,81705,7.0,2380,"""NC""",2005,71.0,41.2
81706,81706,3.0,417,"""OH""",2005,125.0,63.3
81707,81707,5.0,1951,"""KS""",2014,81.0,49.9
81708,81708,4.0,3015,"""TN""",2010,67.0,51.9
81709,81709,2.0,5769,"""MI""",2015,64.0,51.0
81710,81710,3.0,3928,"""IL""",2009,148.0,66.4
81711,81711,4.0,2563,"""MD""",2003,113.0,44.4
81712,81712,8.0,1602,"""NC""",2007,71.0,29.2
81713,81713,5.0,866,"""AR""",2007,103.0,59.1
81714,81714,8.0,984,"""AL""",2007,144.0,21.8
81715,81715,5.0,2615,"""VA""",2013,141.0,69.7
81716,81716,2.0,3839,"""ONT""",2009,33.0,71.5
81717,81717,1.0,4565,"""SD""",2005,10.0,58.4
81718,81718,0.0,716,"""SD""",2005,10.0,49.4
81719,81719,5.0,2820,"""GA""",2010,28.0,53.4
81720,81720,7.0,1380,"""GA""",2007,8.0,20.0
81721,81721,-1.0,4159,"""ND""",2008,31.0,26.0
81722,81722,4.0,2530,"""KS""",2008,78.0,43.3
81723,81723,4.0,109,"""MD""",2006,113.0,50.7
81724,81724,3.0,3812,"""OH""",2005,125.0,63.1
81725,81725,0.0,8,"""ND""",2014,57.0,57.6
81726,81726,5.0,1430,"""AL""",2006,16.0,15.4
81727,81727,5.0,1430,"""LA""",2006,1.0,30.8
81728,81728,6.0,696,"""VA""",2005,141.0,34.3
81729,81729,2.0,3357,"""IA""",2003,2.0,44.6
81730,81730,2.0,134,"""IL""",2005,148.0,64.6
81731,81731,4.0,3323,"""VA""",2011,97.0,11.6
81732,81732,5.0,1893,"""MS""",2007,139.0,67.9
81733,81733,4.0,1240,"""NC""",2003,107.0,31.3
81734,81734,4.0,5425,"""MS""",2004,139.0,46.9
81735,81735,4.0,1212,"""MO""",2006,110.0,59.2
81736,81736,1.0,2180,"""MN""",2011,152.0,49.5
81737,81737,7.0,1775,"""GA""",2015,7.0,39.2
81738,81738,6.0,776,"""VA""",2005,101.0,23.4
81739,81739,7.0,968,"""SC""",2007,36.0,34.0
81740,81740,6.0,778,"""AR""",2007,103.0,57.5
81741,81741,4.0,2346,"""OK""",2006,19.0,29.5
81742,81742,4.0,5381,"""KY""",2010,76.0,52.8
81743,81743,1.0,3738,"""SD""",2005,10.0,61.2
81744,81744,2.0,5292,"""NE""",2011,40.0,68.7
81745,81745,6.0,1190,"""OK""",2006,19.0,26.6
81746,81746,3.0,539,"""IA""",2009,41.0,65.1
81747,81747,3.0,4631,"""IA""",2014,41.0,62.0
81748,81748,5.0,3016,"""AR""",2011,140.0,55.9
81749,81749,3.0,254,"""IN""",2009,150.0,48.0
81750,81750,0.0,1727,"""ONT""",2004,99.0,45.2
81751,81751,5.0,1630,"""VA""",2007,151.0,20.5
81752,81752,3.0,5135,"""NE""",2015,34.0,76.8
81753,81753,0.0,3192,"""ND""",2009,31.0,51.8
81754,81754,5.0,2711,"""NC""",2014,71.0,56.7
81755,81755,6.0,776,"""MS""",2005,139.0,0.4
81756,81756,2.0,5777,"""NE""",2014,40.0,94.1
81757,81757,4.0,585,"""TN""",2014,67.0,49.9
81758,81758,2.0,88,"""IL""",2004,148.0,47.8
81759,81759,4.0,1440,"""IL""",2010,147.0,56.1
81760,81760,4.0,1257,"""KS""",2009,104.0,42.1
81761,81761,-1.0,1996,"""MN""",2008,42.0,42.8
81762,81762,7.0,1308,"""SC""",2005,20.0,40.9
81763,81763,0.0,3511,"""MI""",2005,58.0,26.5
81764,81764,1.0,3078,"""QUE""",2006,130.0,54.7
81765,81765,4.0,849,"""AR""",2003,116.0,54.0
81766,81766,1.0,551,"""MI""",2008,64.0,27.6
81767,81767,3.0,3028,"""OH""",2003,157.0,85.0
81768,81768,6.0,630,"""AL""",2008,143.0,38.3
81769,81769,1.0,5316,"""MN""",2004,74.0,53.2
81770,81770,8.0,4380,"""GA""",2006,105.0,58.6
81771,81771,-1.0,3550,"""MN""",2013,42.0,45.7
81772,81772,2.0,3798,"""NE""",2010,40.0,77.5
81773,81773,7.0,992,"""SC""",2010,20.0,45.9
81774,81774,1.0,294,"""SD""",2008,10.0,43.3
81775,81775,0.0,4177,"""MN""",2013,117.0,35.8
81776,81776,5.0,2874,"""MS""",2013,139.0,60.6
81777,81777,1.0,3258,"""IA""",2008,43.0,49.3
81778,81778,-1.0,3541,"""ND""",2013,31.0,59.4
81779,81779,0.0,4970,"""SD""",2009,10.0,43.1
81780,81780,4.0,4119,"""KS""",2015,78.0,26.6
81781,81781,2.0,570,"""IA""",2013,21.0,45.4
81782,81782,5.0,5625,"""TN""",2014,67.0,42.5
81783,81783,6.0,1236,"""AR""",2003,116.0,57.7
81784,81784,2.0,3356,"""SD""",2006,10.0,45.8
81785,81785,3.0,1543,"""IN""",2005,27.0,47.5
81786,81786,3.0,84,"""OH""",2003,123.0,63.1
81787,81787,5.0,881,"""VA""",2004,151.0,54.7
81788,81788,4.0,1181,"""AR""",2005,103.0,42.6
81789,81789,3.0,4495,"""MO""",2005,38.0,27.1
81790,81790,2.0,4489,"""IL""",2004,148.0,57.9
81791,81791,8.0,1416,"""GA""",2006,146.0,34.0
81792,81792,4.0,3955,"""AR""",2007,103.0,22.5
81793,81793,7.0,3225,"""NC""",2015,71.0,39.5
81794,81794,4.0,2538,"""KY""",2006,76.0,53.6
81795,81795,0.0,2292,"""ONT""",2013,99.0,53.7
81796,81796,6.0,978,"""AR""",2007,116.0,68.3
81797,81797,4.0,4245,"""AR""",2006,116.0,49.1
81798,81798,1.0,359,"""MN""",2015,74.0,55.9
81799,81799,2.0,171,"""IN""",2005,154.0,46.3
81800,81800,5.0,2615,"""KS""",2007,104.0,29.4
81801,81801,2.0,2218,"""NE""",2009,102.0,81.4
81802,81802,1.0,261,"""MN""",2003,152.0,43.7
81803,81803,8.0,3635,"""AL""",2005,143.0,45.4
81804,81804,0.0,3443,"""QUE""",2006,130.0,53.1
81805,81805,5.0,940,"""MO""",2009,109.0,40.0
81806,81806,3.0,3867,"""IA""",2010,41.0,44.7
81807,81807,8.0,1416,"""AL""",2004,51.0,38.8
81808,81808,2.0,274,"""NE""",2003,15.0,49.6
81809,81809,3.0,3028,"""OH""",2004,124.0,52.7
81810,81810,4.0,4245,"""AR""",2006,103.0,52.8
81811,81811,0.0,3711,"""NE""",2003,15.0,37.4
81812,81812,3.0,574,"""NE""",2015,136.0,70.7
81813,81813,5.0,2820,"""MO""",2010,110.0,65.7
81814,81814,4.0,2627,"""AR""",2005,140.0,41.4
81815,81815,4.0,5605,"""NC""",2005,107.0,39.6
81816,81816,2.0,5474,"""NE""",2010,102.0,93.7
81817,81817,1.0,5475,"""IN""",2013,150.0,51.0
81818,81818,4.0,1200,"""AR""",2011,69.0,64.6
81819,81819,0.0,3162,"""ONT""",2014,134.0,42.9
81820,81820,6.0,2045,"""NC""",2015,71.0,27.7
81821,81821,3.0,3414,"""IA""",2008,2.0,38.7
81822,81822,3.0,142,"""KS""",2007,78.0,35.7
81823,81823,6.0,1692,"""GA""",2015,28.0,45.9
81824,81824,7.0,4878,"""SC""",2012,36.0,60.7
81825,81825,6.0,1801,"""SC""",2006,36.0,54.4
81826,81826,3.0,3280,"""NE""",2011,102.0,75.4
81827,81827,3.0,4126,"""IL""",2008,148.0,61.4
81828,81828,2.0,5664,"""MI""",2013,75.0,75.8
81829,81829,4.0,1261,"""AR""",2012,69.0,74.3
81830,81830,2.0,3392,"""IL""",2007,44.0,53.1
81831,81831,3.0,3952,"""OH""",2008,126.0,76.0
81832,81832,4.0,833,"""KY""",2003,76.0,75.8
81833,81833,1.0,3915,"""IA""",2014,68.0,49.1
81834,81834,3.0,5299,"""OH""",2013,63.0,33.3
81835,81835,5.0,380,"""VA""",2012,151.0,73.7
81836,81836,4.0,3581,"""KS""",2015,96.0,24.8
81837,81837,4.0,3576,"""KY""",2007,76.0,46.1
81838,81838,3.0,5814,"""MO""",2009,109.0,40.7
81839,81839,8.0,1298,"""GA""",2003,105.0,53.1
81840,81840,4.0,5399,"""IN""",2013,27.0,65.5
81841,81841,2.0,5462,"""NE""",2005,15.0,48.7
81842,81842,5.0,779,"""TN""",2012,67.0,48.8
81843,81843,1.0,4689,"""IN""",2012,150.0,66.9
81844,81844,7.0,54,"""SC""",2009,163.0,39.9
81845,81845,6.0,1003,"""AR""",2012,69.0,56.4
81846,81846,4.0,1987,"""AR""",2005,116.0,64.6
81847,81847,1.0,448,"""NE""",2008,40.0,65.4
81848,81848,4.0,1940,"""KS""",2009,104.0,37.9
81849,81849,-1.0,2783,"""ND""",2013,31.0,57.7
81850,81850,3.0,4529,"""NE""",2011,102.0,87.2
81851,81851,5.0,738,"""KS""",2003,81.0,22.0
81852,81852,8.0,1298,"""NC""",2003,66.0,27.7
81853,81853,8.0,5780,"""NC""",2008,71.0,40.9
81854,81854,4.0,1568,"""KS""",2004,104.0,36.3
81855,81855,0.0,1738,"""SD""",2003,24.0,34.6
81856,81856,1.0,1648,"""NE""",2008,102.0,62.2
81857,81857,3.0,4108,"""OH""",2014,63.0,60.2
81858,81858,7.0,2424,"""GA""",2011,8.0,23.8
81859,81859,6.0,629,"""OK""",2008,19.0,37.5
81860,81860,2.0,3387,"""IA""",2004,115.0,54.3
81861,81861,3.0,4681,"""IA""",2012,41.0,52.3
81862,81862,3.0,5344,"""IA""",2013,41.0,50.0
81863,81863,4.0,1513,"""VA""",2014,97.0,28.4
81864,81864,6.0,4756,"""MS""",2012,139.0,46.3
81865,81865,2.0,636,"""SD""",2012,18.0,16.1
81866,81866,4.0,2553,"""IN""",2008,154.0,66.5
81867,81867,7.0,2464,"""NC""",2009,107.0,47.3
81868,81868,2.0,5764,"""ONT""",2013,33.0,42.4
81869,81869,5.0,2184,"""LA""",2009,22.0,24.8
81870,81870,4.0,5384,"""IL""",2010,60.0,58.1
81871,81871,0.0,1404,"""MN""",2005,89.0,49.4
81872,81872,-1.0,2268,"""QUE""",2008,73.0,37.9
81873,81873,1.0,933,"""IA""",2003,2.0,52.3
81874,81874,3.0,5135,"""IA""",2003,2.0,53.3
81875,81875,5.0,1432,"""AL""",2006,16.0,18.2
81876,81876,1.0,1648,"""QUE""",2007,130.0,73.5
81877,81877,2.0,4506,"""ONT""",2009,33.0,61.2
81878,81878,4.0,1363,"""MO""",2009,38.0,69.7
81879,81879,1.0,4419,"""NE""",2007,82.0,54.1
81880,81880,4.0,3575,"""IL""",2008,147.0,61.7
81881,81881,0.0,5003,"""QUE""",2004,119.0,58.0
81882,81882,2.0,4491,"""NE""",2004,15.0,42.8
81883,81883,3.0,3071,"""MO""",2009,38.0,56.7
81884,81884,3.0,480,"""MO""",2012,109.0,34.8
81885,81885,6.0,2931,"""GA""",2012,7.0,44.5
81886,81886,-1.0,1746,"""MN""",2005,42.0,37.7
81887,81887,4.0,1050,"""MO""",2010,109.0,54.3
81888,81888,2.0,855,"""NE""",2012,15.0,46.6
81889,81889,2.0,5769,"""IN""",2015,154.0,35.7
81890,81890,2.0,272,"""NE""",2003,56.0,67.7
81891,81891,5.0,1111,"""MO""",2008,109.0,56.1
81892,81892,1.0,3823,"""IA""",2007,2.0,49.9
81893,81893,6.0,1034,"""AR""",2013,69.0,59.8
81894,81894,1.0,2216,"""MN""",2009,152.0,63.9
81895,81895,5.0,1589,"""KS""",2005,104.0,27.9
81896,81896,-1.0,2061,"""MN""",2004,42.0,26.3
81897,81897,8.0,762,"""GA""",2005,105.0,52.3
81898,81898,8.0,1476,"""AL""",2013,144.0,28.0
81899,81899,3.0,4078,"""MO""",2013,110.0,64.5
81900,81900,1.0,3444,"""QUE""",2006,130.0,50.2
81901,81901,4.0,2620,"""KS""",2008,98.0,34.8
81902,81902,5.0,2615,"""AR""",2007,116.0,76.1
81903,81903,-1.0,3159,"""ND""",2004,93.0,43.9
81904,81904,5.0,3151,"""AR""",2010,103.0,35.9
81905,81905,0.0,1768,"""SD""",2007,10.0,39.6
81906,81906,5.0,1847,"""KS""",2006,81.0,18.5
81907,81907,1.0,355,"""MI""",2013,64.0,46.8
81908,81908,4.0,2615,"""DE""",2006,55.0,42.5
81909,81909,5.0,1850,"""VA""",2013,141.0,86.3
81910,81910,1.0,5160,"""IN""",2004,154.0,41.7
81911,81911,4.0,3359,"""TN""",2006,67.0,27.6
81912,81912,4.0,2320,"""KS""",2008,104.0,43.0
81913,81913,5.0,2139,"""AR""",2006,103.0,72.4
81914,81914,4.0,1258,"""OK""",2011,138.0,23.2
81915,81915,5.0,1182,"""AR""",2014,69.0,71.4
81916,81916,-1.0,3134,"""MAN""",2006,88.0,78.1
81917,81917,3.0,4065,"""MO""",2007,38.0,45.6
81918,81918,7.0,1390,"""GA""",2012,8.0,40.5
81919,81919,6.0,2909,"""SC""",2014,54.0,28.8
81920,81920,2.0,5228,"""MI""",2007,64.0,33.4
81921,81921,2.0,3052,"""OH""",2012,63.0,53.3
81922,81922,8.0,3635,"""AL""",2005,144.0,31.2
81923,81923,2.0,5756,"""OH""",2013,157.0,80.7
81924,81924,4.0,2538,"""MO""",2006,109.0,34.0
81925,81925,4.0,4059,"""KS""",2015,81.0,46.7
81926,81926,4.0,3430,"""IL""",2005,17.0,71.9
81927,81927,2.0,636,"""ONT""",2008,61.0,53.1
81928,81928,4.0,1194,"""KY""",2007,111.0,22.8
81929,81929,-1.0,5601,"""MN""",2008,42.0,32.9
81930,81930,2.0,4074,"""SD""",2011,149.0,42.3
81931,81931,1.0,3795,"""NE""",2005,40.0,60.7
81932,81932,6.0,1384,"""OK""",2008,19.0,36.3
81933,81933,5.0,1629,"""OK""",2008,19.0,31.9
81934,81934,4.0,3581,"""IN""",2012,154.0,51.6
81935,81935,6.0,1208,"""MS""",2003,139.0,65.2
81936,81936,2.0,1,"""NE""",2004,15.0,44.4
81937,81937,3.0,4498,"""NE""",2005,45.0,86.6
81938,81938,1.0,5202,"""MN""",2006,74.0,49.0
81939,81939,8.0,1416,"""SC""",2005,36.0,29.0
81940,81940,1.0,3796,"""ONT""",2005,114.0,51.4
81941,81941,6.0,1342,"""VA""",2003,101.0,60.0
81942,81942,1.0,3574,"""ONT""",2008,100.0,32.3
